2025-01-01 00:00:00,UA,18,16246,-50.0,-6.0,-2.0,11.0,54.0,1145.0
2025-01-01 00:00:00,DL,15,20831,-25.0,-5.0,-1.0,13.0,50.0,1188.0
2025-01-01 00:00:00,UA,9,16405,-23.0,-6.0,-3.0,3.0,24.0,1084.0
2025-01-01 00:00:00,UA,1,136,-21.0,-7.0,-2.0,12.0,46.0,694.0
2025-01-01 00:00:00,DL,14,16015,-25.0,-6.0,-2.0,10.0,44.0,1196.0
2025-01-01 00:00:00,AA,7,23708,-25.0,-7.0,-4.0,-1.0,16.0,2466.0
2025-01-01 00:00:00,UA,8,20502,-22.0,-7.0,-4.0,-1.0,14.0,1094.0
2025-01-01 00:00:00,AA,1,51,-18.0,-9.0,-6.0,1.0,11.0,318.0
2025-01-01 00:00:00,DL,16,14956,-26.0,-6.0,-1.0,13.0,49.0,1143.0
2025-01-01 00:00:00,UA,2,70,-14.0,-9.0,-7.0,3.0,23.0,92.0
2025-01-01 00:00:00,DL,5,8016,-23.0,-8.0,-5.0,-1.0,8.0,1142.0
2025-01-01 00:00:00,UA,17,16313,-23.0,-6.0,-2.0,10.0,49.0,1080.0
2025-01-01 00:00:00,WN,18,28347,-21.0,-4.0,1.0,18.0,49.0,515.0
2025-01-01 00:00:00,AA,15,15082,-26.0,-5.0,-1.0,17.0,60.0,2310.0
2025-01-01 00:00:00,WN,9,26314,-17.0,-5.0,-2.0,3.0,18.0,721.0
