2025-01-01 00:00:00,AA,1,12,-18.0,-10.0,-7.0,-5.0,11.0,318.0
2025-01-01 00:00:00,AA,5,708,-13.0,-7.0,-4.0,0.0,15.0,1594.0
2025-01-01 00:00:00,AA,7,1204,-14.0,-6.0,-3.0,1.0,26.0,1771.0
2025-01-01 00:00:00,AA,8,1216,-14.0,-6.0,-3.0,4.0,34.0,1386.0
2025-01-01 00:00:00,AA,12,940,-15.0,-4.0,1.0,22.0,76.0,1470.0
2025-01-01 00:00:00,AA,14,905,-23.0,-4.0,1.0,27.0,83.0,1168.0
2025-01-01 00:00:00,AA,19,887,-18.0,-4.0,2.0,29.0,81.0,890.0
2025-01-01 00:00:00,AA,21,580,-16.0,-4.0,2.0,26.0,73.0,686.0
2025-01-01 00:00:00,DL,3,6,-7.0,-4.0,-3.0,-2.0,-1.0,-1.0
2025-01-01 00:00:00,DL,11,1300,-18.0,-5.0,-1.0,10.0,36.0,709.0
2025-01-01 00:00:00,DL,15,1098,-19.0,-4.0,0.0,19.0,58.0,1161.0
2025-01-01 00:00:00,DL,16,775,-20.0,-5.0,0.0,19.0,57.0,309.0
2025-01-01 00:00:00,UA,2,7,-9.0,-8.0,1.0,1.0,18.0,18.0
2025-01-01 00:00:00,UA,8,1183,-15.0,-5.0,-2.0,8.0,39.0,640.0
2025-01-01 00:00:00,UA,12,781,-16.0,-4.0,-1.0,12.0,41.0,1154.0
2025-01-01 00:00:00,UA,13,853,-14.0,-4.0,3.0,25.0,67.0,369.0
2025-01-01 00:00:00,UA,20,752,-16.0,-2.0,7.0,31.0,74.0,740.0
2025-01-01 00:00:00,WN,7,1432,-12.0,-5.0,-2.0,2.0,17.0,380.0
2025-01-01 00:00:00,WN,8,1576,-13.0,-4.0,-1.0,7.0,24.0,345.0
2025-01-01 00:00:00,WN,9,1603,-13.0,-3.0,0.0,10.0,30.0,721.0
2025-01-01 00:00:00,WN,11,1577,-11.0,-2.0,2.0,14.0,46.0,351.0
2025-01-01 00:00:00,WN,12,1525,-11.0,-2.0,4.0,20.0,51.0,625.0
2025-01-01 00:00:00,WN,13,1527,-12.0,-2.0,5.0,21.0,53.0,403.0
2025-01-01 00:00:00,WN,14,1547,-15.0,-1.0,8.0,26.0,57.0,421.0
2025-01-01 00:00:00,WN,15,1535,-12.0,-1.0,10.0,30.0,61.0,424.0
2025-01-01 00:00:00,WN,16,1549,-12.0,-1.0,10.0,28.0,62.0,489.0
2025-01-01 00:00:00,WN,18,1638,-14.0,-1.0,10.0,33.0,64.0,366.0
2025-01-08 00:00:00,AA,0,44,-11.0,-6.0,-4.0,-1.0,6.0,45.0
2025-01-08 00:00:00,AA,1,2,-7.0,-7.0,-7.0,-4.0,-4.0,-4.0
2025-01-08 00:00:00,AA,9,858,-19.0,-5.0,-3.0,4.0,39.0,1748.0
2025-01-08 00:00:00,AA,10,823,-14.0,-5.0,-2.0,11.0,45.0,1265.0
2025-01-08 00:00:00,AA,15,709,-17.0,-6.0,-1.0,13.0,55.0,1061.0
2025-01-08 00:00:00,DL,5,410,-17.0,-8.0,-5.0,0.0,27.0,1134.0
2025-01-08 00:00:00,DL,8,1026,-18.0,-5.0,-2.0,7.0,61.0,1048.0
2025-01-08 00:00:00,DL,11,1130,-22.0,-5.0,0.0,20.0,75.0,1137.0
2025-01-08 00:00:00,DL,15,1046,-21.0,-5.0,1.0,27.0,82.0,444.0
2025-01-08 00:00:00,DL,19,705,-30.0,-6.0,0.0,25.0,81.0,995.0
2025-01-08 00:00:00,DL,21,482,-19.0,-5.0,-1.0,15.0,55.0,741.0
2025-01-08 00:00:00,UA,14,792,-21.0,-7.0,-3.0,5.0,36.0,230.0
2025-01-08 00:00:00,UA,20,554,-23.0,-5.0,-1.0,14.0,47.0,853.0
2025-01-08 00:00:00,UA,22,168,-19.0,-6.0,-3.0,2.0,18.0,178.0
2025-01-08 00:00:00,WN,7,1297,-14.0,-6.0,-4.0,-1.0,3.0,124.0
2025-01-08 00:00:00,WN,8,1670,-13.0,-5.0,-3.0,0.0,9.0,296.0
2025-01-08 00:00:00,WN,17,1362,-16.0,-5.0,-1.0,9.0,28.0,269.0
2025-01-08 00:00:00,WN,19,920,-15.0,-6.0,-3.0,5.0,23.0,197.0
2025-01-15 00:00:00,AA,0,43,-15.0,-6.0,-3.0,1.0,9.0,559.0
2025-01-15 00:00:00,AA,1,2,-6.0,-6.0,-6.0,-5.0,-5.0,-5.0
2025-01-15 00:00:00,AA,9,896,-14.0,-5.0,-3.0,1.0,19.0,2063.0
2025-01-15 00:00:00,AA,11,1043,-15.0,-5.0,-2.0,5.0,29.0,2127.0
2025-01-15 00:00:00,AA,12,900,-18.0,-5.0,-2.0,6.0,30.0,348.0
2025-01-15 00:00:00,AA,16,950,-19.0,-5.0,-2.0,5.0,29.0,799.0
2025-01-15 00:00:00,AA,20,615,-28.0,-5.0,-1.0,15.0,41.0,972.0
2025-01-15 00:00:00,AA,22,436,-18.0,-6.0,-3.0,5.0,32.0,1447.0
2025-01-15 00:00:00,DL,0,13,-28.0,-10.0,-8.0,-1.0,0.0,30.0
2025-01-15 00:00:00,DL,13,945,-23.0,-6.0,-3.0,6.0,36.0,412.0
2025-01-15 00:00:00,DL,15,1140,-23.0,-5.0,-1.0,12.0,50.0,1188.0
2025-01-15 00:00:00,DL,17,1092,-30.0,-7.0,-3.0,9.0,42.0,1036.0
2025-01-15 00:00:00,DL,23,154,-16.0,-6.0,-2.0,4.0,18.0,158.0
2025-01-15 00:00:00,UA,2,7,-14.0,-10.0,-3.0,-1.0,23.0,23.0
2025-01-15 00:00:00,UA,7,1089,-17.0,-7.0,-4.0,-1.0,7.0,754.0
2025-01-15 00:00:00,UA,12,868,-28.0,-6.0,-3.0,2.0,19.0,346.0
2025-01-15 00:00:00,WN,5,434,-11.0,-5.0,-3.0,0.0,6.0,274.0
2025-01-15 00:00:00,WN,8,1731,-13.0,-5.0,-2.0,1.0,11.0,262.0
2025-01-15 00:00:00,WN,11,1653,-15.0,-5.0,-1.0,5.0,22.0,277.0
2025-01-15 00:00:00,WN,17,1407,-15.0,-4.0,0.0,13.0,39.0,385.0
2025-01-15 00:00:00,WN,18,1522,-15.0,-5.0,0.0,12.0,38.0,317.0
2025-01-15 00:00:00,WN,19,1197,-16.0,-5.0,0.0,12.0,43.0,173.0
2025-01-15 00:00:00,WN,22,9,-8.0,-7.0,-4.0,-2.0,57.0,57.0
2025-01-22 00:00:00,AA,5,625,-19.0,-9.0,-6.0,-3.0,4.0,910.0
2025-01-22 00:00:00,AA,6,1165,-17.0,-8.0,-5.0,-2.0,6.0,910.0
2025-01-22 00:00:00,AA,9,897,-16.0,-6.0,-3.0,1.0,18.0,940.0
2025-01-22 00:00:00,AA,13,899,-15.0,-6.0,-3.0,6.0,32.0,1019.0
2025-01-22 00:00:00,DL,11,1224,-19.0,-6.0,-3.0,9.0,38.0,698.0
2025-01-22 00:00:00,DL,13,965,-20.0,-7.0,-3.0,6.0,46.0,502.0
2025-01-22 00:00:00,DL,18,1016,-29.0,-8.0,-3.0,8.0,46.0,892.0
2025-01-22 00:00:00,DL,23,163,-21.0,-8.0,-2.0,5.0,22.0,199.0
2025-01-22 00:00:00,UA,1,7,-15.0,-14.0,-3.0,14.0,17.0,17.0
2025-01-22 00:00:00,UA,6,749,-17.0,-8.0,-6.0,-2.0,5.0,565.0
2025-01-22 00:00:00,UA,7,1107,-18.0,-8.0,-6.0,-2.0,6.0,704.0
2025-01-22 00:00:00,UA,12,890,-17.0,-7.0,-3.0,2.0,25.0,396.0
2025-01-22 00:00:00,UA,18,909,-20.0,-7.0,-4.0,4.0,25.0,273.0
2025-01-22 00:00:00,UA,23,198,-19.0,-9.0,-5.0,-2.0,14.0,702.0
2025-01-22 00:00:00,WN,8,1686,-14.0,-5.0,-3.0,0.0,8.0,271.0
2025-01-22 00:00:00,WN,9,1579,-15.0,-5.0,-3.0,0.0,8.0,220.0
2025-01-22 00:00:00,WN,12,1307,-15.0,-5.0,-2.0,4.0,18.0,344.0
2025-01-22 00:00:00,WN,17,1392,-23.0,-6.0,-2.0,6.0,22.0,326.0
2025-01-22 00:00:00,WN,19,942,-14.0,-6.0,-3.0,5.0,24.0,259.0
2025-01-22 00:00:00,WN,20,1044,-15.0,-6.0,-3.0,4.0,18.0,215.0
2025-01-29 00:00:00,AA,12,903,-16.0,-6.0,-3.0,3.0,28.0,216.0
2025-01-29 00:00:00,AA,13,901,-16.0,-6.0,-4.0,2.0,27.0,1346.0
