2025-03-08 10:00:00,2025-03-08 11:00:00,WN,189,188,1,0,5.787234042553192,0.5291005291005291,10.638297872340425
2025-03-11 10:00:00,2025-03-11 11:00:00,DL,158,158,0,0,-0.7088607594936709,0.0,8.227848101265822
2025-01-11 17:00:00,2025-01-11 18:00:00,UA,129,128,1,0,12.796875,0.7751937984496124,25.78125
2025-03-31 21:00:00,2025-03-31 22:00:00,UA,56,52,4,0,51.88461538461539,7.142857142857143,51.92307692307692
2025-02-20 18:00:00,2025-02-20 19:00:00,DL,159,158,1,0,21.069620253164558,0.6289308176100629,36.075949367088604
2025-01-25 12:00:00,2025-01-25 13:00:00,UA,112,112,0,0,6.366071428571429,0.0,13.392857142857142
2025-04-18 06:00:00,2025-04-18 07:00:00,WN,282,281,1,0,0.07829181494661921,0.3546099290780142,3.202846975088968
2025-03-09 05:00:00,2025-03-09 06:00:00,WN,193,190,1,2,0.16666666666666666,0.5181347150259067,3.6458333333333335
2025-04-05 09:00:00,2025-04-05 10:00:00,AA,121,114,7,0,30.74561403508772,5.785123966942149,34.21052631578947
2025-04-08 08:00:00,2025-04-08 09:00:00,WN,296,295,0,1,-0.722972972972973,0.0,4.391891891891892
2025-01-14 08:00:00,2025-01-14 09:00:00,WN,246,246,0,0,-0.016260162601626018,0.0,6.097560975609756
2025-03-25 13:00:00,2025-03-25 14:00:00,DL,148,148,0,0,0.8716216216216216,0.0,7.4324324324324325
2025-01-12 10:00:00,2025-01-12 11:00:00,WN,233,233,0,0,2.5793991416309012,0.0,11.158798283261802
2025-02-16 20:00:00,2025-02-16 21:00:00,DL,65,61,4,0,71.63934426229508,6.153846153846154,55.73770491803279
2025-04-20 06:00:00,2025-04-20 07:00:00,UA,131,130,1,0,-4.230769230769231,0.7633587786259542,0.7692307692307693
2025-04-16 00:00:00,2025-04-16 01:00:00,DL,4,4,0,0,16.0,0.0,25.0
2025-01-13 21:00:00,2025-01-13 22:00:00,AA,81,79,0,2,11.74074074074074,0.0,20.987654320987655
2025-04-27 13:00:00,2025-04-27 14:00:00,DL,156,156,0,0,3.0064102564102564,0.0,9.615384615384615
2025-02-04 14:00:00,2025-02-04 15:00:00,AA,131,131,0,0,6.236641221374046,0.0,10.687022900763358
2025-03-02 09:00:00,2025-03-02 10:00:00,DL,128,127,0,1,-1.171875,0.0,7.03125
2025-01-05 05:00:00,2025-01-05 06:00:00,WN,220,197,23,0,6.020304568527918,10.454545454545455,10.65989847715736
